gene_name,gene_synonym
AC208876.2,nan
AIMP1P2,nan
PDHB,PDHE1B
AL031848.2,nan
SETD9,C5orf35|MGC33648
AL354984.1,nan
RN7SL834P,nan
SNORD67,HBII-166
GSTA9P,GSTA4P|GSTAP4
AL671309.1,nan
COX6CP10,nan
KNOP1P2,nan
AC074286.1,nan
LINC01496,nan
AC013410.2,nan
AL669831.1,nan
AC022730.2,nan
AL590101.1,nan
IGHV3-38,nan
NRTN,NTN
PRMT3,HRMT1L3
CR383656.3,nan
DBX1,nan
AC110588.1,nan
TERF1P2,nan
AC243679.2,nan
AC270301.5,nan
CA5B,nan
AL049795.2,nan
SNORD113-3,14q(I-3)
CEACAM6,NCA|CD66c
RBM12,HRIHFB2091|SWAN|KIAA0765
AC107204.1,nan
TERT,TRT|TCS1|hEST2|TP2|EST2
AC009065.4,nan
FAM71F2,FAM137B
AC020917.4,nan
ZNF124,HZF-16|HZF16
AC036222.3,nan
NUP214,CAIN|D9S46E|CAN|N214
SS18L2P1,nan
TSR3,C16orf42|MGC24381
FAM237B,nan
AC026950.2,nan
AC021237.1,nan
PRSS40B,nan
MIR1208,hsa-mir-1208|MIRN1208
AC022695.3,nan
AC138915.1,nan
AL590399.2,nan
AL732326.1,nan
ZNF691,Zfp691
AL445305.1,nan
ABAT,GABAT|GABA-T
HNRNPH3P1,nan
LINC01974,nan
FO393413.1,nan
RNU6-927P,nan
C6orf226,LOC441150
THUMPD3-AS1,SETD5-AS1
AC003109.1,nan
AC008543.2,nan
SMIM10L2B-AS1,ENST00000453528
DNAJB1,RSPH16B|HSPF1|Sis1|Hsp40
AL132711.1,nan
OR5M13P,nan
MIR3674,hsa-mir-3674
AC044798.3,nan
FGF10,nan
FCF1P8,nan
AC005838.3,nan
ZDHHC5,KIAA1748|ZNF375|DHHC5
AC004448.5,nan
MIR1290,hsa-mir-1290|MIRN1290
SCN1A,Nav1.1|FEB3|NAC1|SMEI|SCN1|HBSCI|GEFSP2
AC117945.2,nan
AC100768.1,nan
AVPR1A,AVPR1
MRPS16P2,MRPS16P|bA379F14.1
LINC00385,nan
RNU7-127P,nan
MARK3,CTAK1|PAR-1A|KP78
SYT6,nan
ASF1B,FLJ10604
AL355994.1,nan
LINC02211,nan
DYNLL1P4,nan
NPM1P17,nan
BBS5,DKFZp762I194
LINC00456,nan
ZFHX4-AS1,nan
MYH13,MyHC-eo
AC108861.1,nan
MIR1226,MIRN1226|hsa-mir-1226
WDR92,FLJ31741|Monad
AC008067.1,nan
TLE1P1,nan
BUB1,BUB1A|hBUB1|BUB1L
CHRD,nan
KRTAP19-1,KAP19.1
ANP32C,PP32R1
WNK2,NY-CO-43|PRKWNK2|SDCCAG43|KIAA1760
AC114689.3,nan
AC126182.1,nan
LINC02722,nan
ZNF589,SZF1
UBTFL10,nan
GTF2IP14,nan
AL136441.1,nan
TGFB2-OT1,FLJ11812
PRSS38,MPN2
SNORD127,nan
AC008550.1,nan
NUDT4B,NUDT4P1
POU5F1P4,POU5FLC1|Oct4-pg4
RNU6-723P,nan
SYP,MRX96
LINC01938,nan
AC079768.3,nan
RPSAP11,LAMRL1|LAMRP1|LAMR|LAMR1P11
ARFRP1,ARL18|Arp1|ARP
CTAGE9,nan
MTCO1P53,nan
RPL27A,L27A
AC093157.1,nan
AC240504.2,nan
NAA60,FLJ14154|NAT15
AC090052.1,nan
KLF1,EKLF
AL954722.1,nan
AC087465.1,nan
ITPKC,IP3-3KC|IP3KC
RNU1-149P,nan
TEAD4,TEF-3|RTEF-1|TCF13L1|TEFR-1|EFTR-2
PHKA1-AS1,nan
AP001360.3,nan
FAM160A1,FLJ43373
AC104982.1,nan
AC007613.1,nan
CNIH3,CNIH-3|FLJ38993
ESPL1,KIAA0165|SEPA|ESP1
LINC01976,nan
AL357873.1,nan
OLIG1,BHLHB6|bHLHe21
SPACA3,CT54|ALLP17|SLLP1|LYZL3|LYC3
DEFB4A,DEFB2|HBD-2|SAP1|DEFB102|DEFB-2|DEFB4
HMGB3P9,nan
AL135934.1,nan
KCNQ4,Kv7.4|DFNA2
CD274,B7-H1|PDL1|PDCD1LG1|PD-L1|B7H1|B7-H
RPL13P12,nan
DYNLL1P3,nan
OR2A7,HSDJ0798C17|OR2A21
AC068774.1,nan
LINC00431,nan
C17orf64,nan
AC027279.3,nan
CCDC185,FLJ35728|C1orf65
ANKRD45,CT117|FLJ45235
AC007336.2,nan
ANKRD30BP2,CT85|CTSP-1|C21orf99
MARF1,Marf1|LMKB|PPP1R34|KIAA0430|LKAP
AC079779.1,nan
HMGN1P2,HMGN1L2|HMG14P
AC068305.1,nan
EGFL7,ZNEU1
IGKV2-14,nan
AC010982.3,nan
RNA5SP90,RN5S90
AC026111.1,nan
AC060766.3,nan
PLCB2,FLJ38135
AP001029.1,nan
AC116534.1,nan
BCAT2,BCAM|BCT2
NOP14,C4orf9|NOL14|RES4-25|UTP2
CDKN3,KAP|CDI1
SNORD36C,RNU36C|U36c
AC112503.2,nan
AC108451.1,nan
AC009133.5,nan
AC048352.1,nan
AL139003.2,nan
AC138907.9,nan
AL732314.2,nan
CCDC88C,HkRP2|SCA40|KIAA1509|DAPLE
RNU6-902P,nan
AL513523.2,nan
FRGCA,LncRNA-AP001631.9
RPS27L,nan
CSNK1G1,CK1gamma1
AP001056.2,nan
MIR376A2,hsa-mir-376a-2|MIRN376A2
AC131901.2,nan
CEP126,KIAA1377
AC027613.1,nan
C9orf16,FLJ12823|MGC4639|EST00098
NMRAL2P,LOC344887|NMRAL1P1
ITGA7,nan
AL135905.2,nan
HMGA2,LIPO|BABL|HMGIC
ZNF665,FLJ14345
SYCE1,CT76|bA108K14.6|C10orf94
LYAR,ZLYAR|ZC2HC2
TAF11L2,nan
AC104985.2,nan
AC068802.1,nan
SLC35E2A,SLC35E2|KIAA0447
EIF3C,eIF3c|eIF3-p110|EIF3S8
AC027796.5,nan
USO1,VDP|p115|TAP
FBXO47,nan
ERCC6,RAD26|CSB|CKN2|ARMD5
CHST12,C4S-2|C4ST2
FAM83A,MGC14128|BJ-TSA-9
FBXL19,JHDM1C|Fbl19|DKFZp434K0410|CXXC11
AC087273.1,nan
FADS6,nan
AC010273.2,nan
AC233702.2,nan
IGKV1OR2-108,IGO1|IGKV1/OR2-108|IGKV1OR2108
CDRT15,nan
AC073072.1,nan
SNORA31,SNORA31A|ACA31
NPIPB9,nan
AC012640.5,nan
AC079866.2,nan
PRR36,nan
AC092070.4,nan
AC026333.4,nan
RPL23AP19,nan
STX1A,p35-1|STX1|HPC-1
ZG16B,HRPE773|JCLN2|PRO1567
AL133371.3,nan
AC138894.1,nan
WT1-AS,WT1AS|WIT1|WT1-AS1|WIT-1
UPF3AP1,nan
ZNF331,ZNF463|RITA|ZNF361
AC012123.2,nan
MRAP2,bA51G5.2|C6orf117
AC092335.1,nan
AP001626.1,nan
AC022182.2,nan
MAPKAPK3,MAPKAP3|3pK
SNORD38C,nan
FAM192BP,FAM192B|rcNIP30
AC233300.1,nan
GPR89B,GPR89C|SH120|GPR89
AC091138.1,nan
AL773544.1,nan
ZNF335,bA465L10.2|NIF-1
NDUFA5,CI-13KD-B|CI-13kB|NUFM|UQOR13|B13
ELF2P3,nan
LONRF2P2,nan
AL512655.1,nan
AC087385.3,nan
AL136131.2,nan
MIR515-1,MIRN515-1|hsa-mir-515-1
TTBK2,KIAA0847|SCA11
AC024730.2,nan
AC019183.1,nan
AC236592.1,nan
AC067817.2,nan
TP53TG3F,nan
AC090616.3,nan
SNHG22,SCARNA17HG
LINC02358,nan
RPL37P23,nan
CASC2,C10orf5
AC122697.1,nan
AC012038.2,nan
ICAM3,CDW50|ICAM-R|CD50
MIR548AJ2,hsa-mir-548aj-2
AP001208.1,nan
USP17L29,nan
AL109806.2,nan
IL18BP,IL18BPa
SGSM2,RUTBC1|KIAA0397
MRPL32P1,nan
FAM32A,DKFZP586O0120|OTAG-12
MORF4,SEN1|SEN
AC107072.2,nan
WWP1,AIP5|DKFZP434D2111
VN1R20P,nan
AC093852.1,nan
AC012645.3,nan
GOLGA8M,nan
PCMTD1P7,nan
AP000894.3,nan
HMGN1P16,nan
RREB1,HNT
RNU6-507P,nan
NME1P1,nan
ACAD8,nan
AC068787.1,nan
SNORD21,U21|RNU21
RPL7AP51,nan
RNF114,ZNF313|PSORS12
CITED2,MRG1
MIR1203,MIRN1203|hsa-mir-1203
SLC25A31,DKFZP434N1235|ANT4
AL589794.2,nan
MIR5694,hsa-mir-5694
KIR2DS4,CD158I|KKA3|cl-39|nkat8
OR8K2P,nan
MVK,MK|LRBP
CBWD2,nan
AL080316.1,nan
DCXR,DCR|KIDCR|SDR20C1
SNORD92,HBII-316
AC020934.2,nan
DLGAP2-AS1,nan
PRAC2,C17orf93|HOXB13-AS1|NCRNA00253|HOXB-AS5
AC024075.1,nan
AP003179.1,nan
AC110795.1,nan
ARMC6,MGC19595
AC012508.1,nan
AC104445.1,nan
RNU6-1252P,nan
AC010931.3,nan
PUM3,KIAA0020|PEN|XTP5|PUF6|Puf-A|hPUF-A|HA-8
ASPHD1,nan
MAGEB16,nan
AL139021.2,nan
AL391097.2,nan
SLC25A39P2,nan
MRPL43,bMRP36a
ATF5,nan
USP17L14P,nan
FOXO4,MLLT7|AFX1
TSPAN18,TSPAN
RNU2-53P,nan
FNDC3CP,nan
AC097462.3,nan
AC122719.2,nan
AC104633.1,nan
LINC01668,nan
SLC25A2,ORNT2
IGHV1-67,nan
SEC13P1,nan
AC139887.3,nan
ZC2HC1B,C6orf94|dJ468K18.5|FAM164B
AC096996.1,nan
AC022217.5,nan
AC112172.1,nan
LINC01944,nan
AC079248.1,nan
MIR4728,hsa-mir-4728
AC010261.1,nan
AC010655.2,nan
CLIC1,NCC27|p64CLCP|CLCNL1|G6
CENPVL1,PRR6L1|CENPVP1
AL662828.2,nan
AMMECR1-IT1,nan
AC087878.1,nan
LINC02715,nan
CRYBA1,CRYB1
RNU6-1294P,nan
AL590378.1,nan
ERICH4,C19orf69|LOC100170765
GORASP1,FLJ23443|P65|GOLPH5|GRASP65
KCNH1-IT1,nan
CAPN9,nCL-4|GC36
SLC39A3,ZIP3
TBC1D12,KIAA0608
GCSAML,C1orf150|FLJ44728
TRAV7,nan
AC060766.7,nan
SNORA49,ACA49
AC009065.10,nan
AC087392.3,nan
ATG12,APG12L|APG12
C9orf170,FLJ45537
OR52E4,nan
TTLL9,dJ310O13.1|C20orf125
AL589862.1,nan
SNORA74D,nan
RN7SL359P,nan
AC012368.1,nan
AL592161.1,nan
SH2D6,FLJ35993
RN7SL69P,nan
SLC25A37,HT015|MSCP|MFRN1|MFRN
AC005747.1,nan
C16orf86,FLJ41802
AL662834.3,nan
AC018695.3,nan
RPL8,L8
OPTC,nan
B4GALNT2P1,nan
ANKRD49,GBIF|FLJ20189|FGIF
HNRNPA3P8,nan
SELENOK,SELK
FOXR2,FOXN6|MGC21658
AC092944.2,nan
KIF4A,HSA271784|FLJ14204|FLJ20631|KIF4-G1|FLJ12655|FLJ12530|MRX100|KIF4
AL390778.2,nan
AL078596.1,nan
AC138747.2,nan
RN7SL328P,nan
IGKV3-34,nan
MBD5,FLJ11113|KIAA1461
RNU6-1101P,nan
AC015914.1,nan
AC021876.1,nan
Z82180.1,nan
AC006213.5,nan
AC098484.3,nan
KDR,VEGFR|CD309|FLK1|VEGFR2
SNORD96B,U96b
AL158163.1,nan
LINC01996,nan
AL591473.1,nan
IGHV3-6,nan
RPL23AP27,nan
MRPL48P1,MRPL48L1|dJ290I10.4
LINC02265,nan
RNU6-1284P,nan
TRIM60P18,nan
TINCR,LINC00036|onco-lncRNA-16|NCRNA00036|PLAC2|FLJ90734
CU639417.3,nan
AL162377.2,nan
PGLYRP4,PGRP-Ibeta|PGLYRPIbeta|PGRPIB|SBBI67
AC069410.1,nan
ZNF844,FLJ14959
AC004079.5,nan
AC021205.1,nan
GTF2H2C,nan
PBX3,nan
RN7SL380P,nan
RNU6-514P,nan
TMCO5A,MGC35118|TMCO5
AC011467.1,nan
AC007274.1,nan
AC211476.10,nan
AL158040.1,nan
RPL17P25,nan
AC020651.2,nan
ZNF548,FLJ32932
RN7SL15P,nan
AC092718.9,nan
NPFFR1,NPFF1R1|GPR147|OT7T022
AC023511.3,nan
AL357060.1,nan
DNM1P38,DNM1DN11-8|DNM1DN10@|DNM1DN10-2|DNM1P42|DNM1DN11@
AC008115.2,nan
OR7A5,HTPCR2
RIOX1,C14orf169|FLJ21802|NO66|MAPJD|JMJD9
AP005264.2,nan
AC083841.3,nan
AL359095.1,nan
AL353807.3,nan
RCCD1,MGC14386
SMOX,PAO|FLJ20746|dJ779E11.1|MGC1010|PAOh1|SMO|C20orf16
RN7SKP68,nan
LINC01699,GM140
AC090286.3,nan
AC009230.1,nan
CENPIP1,nan
C3orf80,nan
RNU1-4,RNU1E2|RNU1F1|U1F|HSD5|HSD6|RNU1D2|U1B2|U1D2|U1E2|RNU1G2|HSD7|HSD2|RNU1G1
RNU7-18P,RNU7-142P|U7.18
AC055716.2,nan
OR5AC1,OR5AC1P
AL359853.1,nan
RAB42,MGC45806
AL162713.2,nan
BCAT1,BCT1
AC079802.1,nan
SNORD115-3,HBII-52-3
AL844539.1,nan
AC005297.2,nan
MIR548XHG,nan
AC127459.3,nan
OR7M1P,nan
MEAF6,CENP-28|NY-SAR-91|C1orf149|FLJ11730|Eaf6
HMGN1P10,nan
HTR3D,nan
AP000346.2,nan
EVC,DWF-1
FAM168B,KIAA0280L|MANI
AC019109.1,nan
AL133335.1,nan
KRTAP9-6,KAP9.6|KRTAP9L2
DDX42,SF3B8|RNAHP|SF3b125|RHELP
AC114781.1,nan
FMR1NB,FLJ25736|CT37|NY-SAR-35
AC005906.2,nan
ZNF26,FLJ20755|KOX20
SLC10A5,nan
CELF6,BRUNOL6
AC021193.1,nan
MTRNR2L11,nan
KCNJ5,CIR|KATP1|Kir3.4|LQT13|GIRK4
HNRNPA1P49,nan
AC239600.2,nan
AL138921.1,nan
AL356379.1,nan
AL008729.2,nan
AP001889.1,nan
METTL25,C12orf26|FLJ22789
HLA-DQA1,HLA-DQA|CELIAC1
KRT8P48,nan
AL022401.1,nan
AL121715.1,nan
NMRK1,C9orf95|bA235O14.2|FLJ20559|NRK1
IGHD5-5,DK4|IGHD55
C4orf47,LOC441054
C5orf49,LOC134121
KLF2,LKLF
HOOK1,HK1
KMT2D,ALR|TNRC21|CAGL114|MLL2|MLL4
UQCRFS1P1,UQCRFSL1
AC004936.1,nan
DUX4L24,nan
RNA5SP280,RN5S280
AL499605.1,nan
AL161630.1,nan
AC009509.2,nan
AC018552.3,nan
TMEM108-AS1,nan
AC136687.2,nan
OR52E6,nan
BX323014.1,nan
PRELID3BP11,SLMO2P11
LRRC45,MGC20806
LINC02012,nan
PART1,DKFZP586D0823|NCRNA00206
MARK2P13,nan
AC024909.1,nan
AL391427.2,nan
AC108210.1,nan
MIR7158,hsa-mir-7158
AL359821.1,nan
TYR,OCA1|OCAIA|OCA1A
IFNWP9,nan
NTPCR,HCR-NTPase|MGC13186|C1orf57|THEP1
AC000123.3,nan
TRDJ4,nan
AL158817.1,nan
AL049695.1,nan
MIR6088,hsa-mir-6088
LINC01348,nan
TRPC2,nan
SOX5P1,SOX5P|SOX29
AL356608.1,nan
IQSEC2,MRX18|BRAG1|KIAA0522|MRX78|IQ-ArfGEF|MRX1
AC079140.2,nan
AL139142.2,nan
ZSCAN21,NY-REN-21|ZNF38|DKFZp434L134|Zipro1
LAMP2,CD107b
STX8,CARB
RPS15P9,nan
AC010359.2,nan
DHX35,FLJ22759|C20orf15|DDX35|KAIA0875
RNU6-138P,nan
PRR29-AS1,nan
MRPL14,RPML32|MRP-L32
AC015660.4,nan
MIR6762,hsa-mir-6762
LINC00565,nan
GLYATL1P4,nan
ZNF965P,nan
MIR1976,hsa-mir-1976
AC015911.5,nan
AP001011.2,nan
AC000029.1,nan
RASGRP1,RASGRP|CalDAG-GEFII
TRAJ32,nan
AL731533.3,nan
AL022322.2,nan
ZSCAN5B,ZNF371|ZNF495B
AL354977.1,nan
AL353151.1,nan
MTCO2P18,nan
BRD7P4,nan
AC087481.1,nan
AC022441.3,nan
AL354893.1,nan
RN7SKP212,nan
LNCPRESS2,lncPRESS2
CCDC194,nan
AC139426.2,nan
SUMO2P5,nan
CLIC4P2,nan
OR7E156P,nan
AC011944.2,nan
GPR15,nan
AC022146.2,nan
AC132153.1,nan
FSCN2,RP30|RFSN
AC093827.4,nan
SNORD115-11,HBII-52-11
AC007601.2,nan
AC009414.1,nan
HRCT1,UNQ338|PRO537|LGLL338
AL035458.1,nan
ZEB2-AS1,ZEB2AS|ZEB2-AS|ZEB2NAT
ACER2,FLJ41587|ALKCDase2|ASAH3L
EPS15L1,eps15R
AC016751.2,nan
FAM214A,KIAA1370|FLJ10980
AC092435.4,nan
GOLGA2P9,nan
CD276,B7RP-2|B7-H3|B7H3
AC069200.2,nan
RNU2-22P,nan
HAGHL,MGC2605
ZNF707,nan
AC068299.2,nan
CCDC110,CT52|MGC33607|KM-HN-1
AC011815.3,nan
AP001527.2,nan
ACTG1P12,nan
NDUFB4,B15
MIR548F3,MIRN548F3|hsa-mir-548f-3
LINC00269,CXorf62|NCRNA00269|FLJ33610
ATP5MFP6,ATP5J2P6
TOPAZ1,FLJ36157|C3orf77
BEX2,DJ79P11.1
PYROXD2,FLJ23849|C10orf33
ZSCAN12,dJ29K1.2|ZFP96|KIAA0426|ZNF29K1|ZNF96|ZNF305
LINC01777,nan
B3GNT10,nan
HEPACAM2,FLJ38683
LINC01402,TCONS_00017087
STX11,nan
AC092118.1,nan
AC097533.1,nan
SPRYD7P1,nan
BLNK,BASH|BLNK-s|SLP65|Ly57|bca|SLP-65
AC025423.2,nan
HSD17B14,retSDR3|SDR47C1|DHRS10
LINC02644,nan
TCEA1,TCEA|SII|TFIIS|GTF2S|TF2S
AC007998.2,nan
MTUS1,ATIP1|MP44|MTSG1|ATIP3|KIAA1288|DKFZp586D1519|FLJ14295|ICIS|ATBP
LINC02852,nan
AC092445.1,nan
PSMC1P7,nan
AC051649.5,nan
TRBV7-4,TCRBV7S4|TCRBV6S8A2T|TRBV74
TWF1P1,A6ps1|PTK9P1
CBARP,C19orf26|MGC40084|BARP|DOS
ANKRD29,FLJ25053
FENDRR,onco-lncRNA-21|lincFOXF1|FOXF1-AS1
FAM53B,bA12J10.2|smp|KIAA0140
AL844851.3,nan
AC009812.5,nan
AL445435.1,nan
NRARP,MGC61598
AL445183.1,nan
BAIAP3,KIAA0734|BAP3
PAQR3,nan
HINT3,FLJ33126|HINT4
SNRPD2P1,SNRPD2P|bA478K7.1
LINC02002,nan
AC074043.1,nan
AC138230.1,nan
MAG,SIGLEC4A|SIGLEC-4A|S-MAG|GMA
PKMP2,nan
AC099782.1,nan
MT4,MTIV
AC093206.1,nan
MIR4511,hsa-mir-4511
AL356432.4,nan
AC012325.1,nan
TRAJ30,nan
VCPKMT,METTL21D|C14orf138|VCP-KMT
OTOP3,nan
EXOC3L1,EXOC3L|FLJ35539|FLJ35587
LRRC55,FLJ45686
ZNF132,pHZ-12
CEP57,TSP57|Translokin|KIAA0092
SLC25A53,MCART6
AC024592.1,nan
UQCRHP4,nan
RN7SL19P,nan
AC130324.1,nan
AC079945.2,nan
SCML2,nan
MIR7855,hsa-mir-7855
SPATA32,AEP2|VAD1.2|TEX34|C17orf46|FLJ25414
AC174071.1,nan
DCX,SCLH|DC|LISX|XLIS|DBCN
PBLD,FLJ14767|MAWBP|MAWDBP
ADAMTS7,ADAM-TS7|DKFZp434H204
AC237191.2,nan
AC110491.1,nan
MIR552,MIRN552|hsa-mir-552
ATP1B3-AS1,nan
DLGAP3,DAP3|SAPAP3
MYLK-AS1,nan
AL023283.1,nan
AC118282.7,nan
AP000894.4,nan
AL591504.2,nan
MIR127,MIRN127|hsa-mir-127
AC012354.1,nan
AL627311.1,nan
IGFL2,UNQ645
SLC46A2,Ly110|TSCOT
PCDHGA12,KIAA0588|PCDH-GAMMA-A12|FIB3|CDH21
AC009142.1,nan
AC093606.1,nan
AC008806.1,nan
AC087636.1,nan
CD81-AS1,nan
AC084781.1,nan
RN7SL840P,nan
AL445673.1,nan
FAM151A,MGC27169|C1orf179
RPSAP38,nan
AL359764.1,nan
AC074183.1,nan
OR10G8,nan
AC091135.1,nan
AC015910.1,nan
AC114981.2,nan
LBX1,HPX6|LBX1H
TUBB4B,Beta2|TUBB2C
MCM4,hCdc21|CDC21|CDC54|MGC33310|P1-Cdc21
CYCSP38,HCP38|HC2
B9D1,B9|MKSR-1|MKS9|EPPB9
STX8P1,nan
RNU1-117P,nan
LINC02272,nan
RFPL4AP5,nan
AC106872.8,nan
VDAC1P9,nan
AC069421.2,nan
AC136604.1,nan
PPIAL4E,nan
AC022447.1,nan
MIR4420,hsa-mir-4420
AC013640.1,nan
AC005020.1,nan
AC105345.1,nan
AC105917.1,nan
CYP4F2,nan
AC107958.1,nan
RALYL,HNRPCL3
AC005034.2,nan
AP003031.1,nan
ANO5,GDD1|TMEM16E|LGMD2L
HDAC10,DKFZP761B039
AC022882.2,nan
UTS2B,URP|UTS2D|U2B
RNU6-740P,nan
AC020558.1,nan
LINC02168,nan
AC092865.2,nan
TAS2R3,T2R3
AL512380.2,nan
AL139010.1,nan
MTCYBP27,nan
DOK7,FLJ39137|Dok-7|C4orf25|FLJ33718
AC243967.1,nan
AC092910.2,nan
AL391422.4,nan
AC008746.3,nan
AC124290.2,nan
TRBV6-2,TRBV62|TCRBV6S2|TCRBV13S2A1T
AC239584.1,nan
MRPS36P1,nan
AL009178.3,nan
ARHGAP19,MGC14258|FLJ00194
AC020931.1,nan
TBC1D3P7,nan
TP53,p53|LFS1
CCL18,DCCK1|MIP-4|SCYA18|PARC|DC-CK1|AMAC-1|CKb7
AC138747.4,nan
MIR5683,hsa-mir-5683
CHDH,nan
SPANXN3,SPANX-N3|CT11.8
AC010343.1,nan
AC015722.1,nan
RPS6P20,nan
AL133241.1,nan
SPTA1,EL2
MT1H,MT1
FDPSP8,nan
AC025362.1,nan
AC211486.12,nan
FAM117A,nan
MYO7A,NSRD2|DFNA11|USH1B|DFNB2
MIR301B,MIRN301B|hsa-mir-301b
STPG4,C2orf61|FLJ40172
AC073575.3,nan
AP000533.3,nan
IGFBP3,BP-53|IBP3
MIR548E,MIRN548E|hsa-mir-548e
HAND2-AS1,DEIN|NBLA00301|FLJ11539
AC131944.1,nan
AL138720.1,nan
AC090116.1,nan
AC103563.1,nan
ACSL5,FACL5|ACS5|ACS2
RNU7-52P,U7.52
CTDSP2,PSR2|SCP2|OS4
CYP4A27P,CYP4A-se3[12]
AC002074.2,nan
TACC1P1,nan
SNORA61,ACA61
FO393414.1,nan
LINC02164,nan
GPX1,nan
AKAP12,SSeCKS|AKAP250
MIR4637,hsa-mir-4637
AC006455.4,nan
TGIF2P1,nan
AC233992.5,nan
SEMA3E,SEMAH|M-SemaK|coll-5|KIAA0331
AC017083.3,nan
AP003097.2,nan
FP236383.20,nan
DYNC1I2,DNCI2|DIC74
AL590705.2,nan
TRAV36DV7,TRAV36/DV7
SIRT6,nan
AC243629.3,nan
KIF6,DKFZp451I2418|dJ188D3.1|C6orf102|MGC33317|dJ137F1.4|dJ1043E3.1
AC009065.3,nan
AP001160.4,nan
RPL32P14,nan
AC011467.4,nan
PRLH,PRH
RN7SL405P,nan
RN7SL716P,nan
MIR4520-1,MIR4520A|hsa-mir-4520a
RN7SL480P,nan
LINC01550,C14orf64
AL591926.9,nan
GPR180,ITR
AL589642.2,nan
AC073834.1,nan
RNA5SP518,RN5S518
GCNT1P5,nan
AC007952.8,nan
AC010973.1,nan
AC073648.3,nan
SIRPD,dJ576H24.4|PTPNS1L2
AC131901.1,nan
AC008735.4,nan
PTCHD4,dJ402H5.2|FLJ41841|C6orf138|PTCH53
RNU6ATAC41P,nan
TMEM236,bA16O1.2|bA162I21.2|FAM23A|FAM23B
AC010297.1,nan
LINC00691,nan
AC016866.1,nan
RNU6-213P,RNU6-1033P
ZCCHC3,C20orf99|dJ1103G7.7
LINC01960,nan
RNU6-1230P,nan
AL035458.2,nan
PTGES3P3,nan
LURAP1L-AS1,nan
PRDM16-DT,FLJ42875|LINC00982|lnc-dPrdm16
AC023424.3,nan
CHMP4A,VPS32A|HSPC134|C14orf123
MIR519B,MIRN519B|hsa-mir-519b
RPL37A,L37A
AP001924.1,nan
AC255461.1,nan
AP005901.6,nan
RPL35AP30,nan
AC090953.2,nan
LINC00336,FLJ43752|C6orf227|NCRNA00336
AC010336.4,nan
TPSAB1,TPS2|TPSB1|TPS1
PPARGC1A,PPARGC1|PGC-1alpha|PGC1|PGC1A
MIR6891,hsa-mir-6891
OR9S24P,OR5J6P
RNVU1-2A,vU1.2a|RNVU1.2a
EPN2-AS1,nan
AL590708.1,nan
SLC25A20,CAC|CACT
AC027088.3,nan
POLR1E,PRAF1|FLJ13970|FLJ13390|PAF53
MED13P1,nan
AC006326.1,nan
AL161668.3,nan
AC112250.1,nan
AL451105.2,nan
MIR767,hsa-mir-767|MIRN767
RNU6-77P,RNU6-77
CDX4,nan
AL590483.1,nan
LINC01734,nan
SH3PXD2B,FLJ20831|KIAA1295
AC245505.3,nan
SLC25A18P1,nan
DOCK11,ZIZ2|FLJ43653|ACG|FLJ32122
SNORD105B,nan
LINC00862,SMIM16|C1orf98
AC100849.1,nan
TRIM17,RBCC|RNF16|terf
RPL23AP59,nan
ADD2,ADDB
PLA2G3,GIII-SPLA2
GCC1,GCC88|FLJ22035|GCC1P|MGC20706
UBE2L6,UBCH8
AC103879.1,nan
AC004464.1,nan
AL357374.1,nan
CYCSP22,HCP22
EIF3E,eIF3e|eIF3-p48|EIF3S6|INT6
PROX1-AS1,nan
DDX18P3,nan
AC093752.3,nan
EDEM2,bA4204.1|C20orf49|C20orf31|FLJ10783
CPT1A,L-CPT1|CPT1-L|CPT1
LYN,JTK8
AC026826.2,nan
XPNPEP2,nan
TREML5P,TREML2P|TLT5|TREML2P1
MIR4302,hsa-mir-4302
AC073539.5,nan
EHMT1,bA188C12.1|Eu-HMTase1|KIAA1876|EHMT1-IT1|FLJ40292|FLJ12879|KMT1D
TOMM20P1,nan
MIR1324,hsa-mir-1324|MIRN1324
AC008837.2,nan
SPATA31A3,OTTHUMG00000013164|FAM75A3|DKFZp434B204
AL513533.1,nan
MRGPRX11P,nan
AL139406.1,nan
AP003071.1,nan
AC008739.5,nan
LINC01508,nan
HOOK3,HK3
ZNF217,ZABC1
KP420440.4,nan
AC111197.1,nan
AC093392.2,nan
SDS,SDH
KRT8P9,nan
SLC6A4,SERT1|HTT|OCD1|5-HTT
COTL1,CLP
AL161663.1,nan
CYP4F22,FLJ39501
LPIN1,KIAA0188
AL138831.1,nan
UBE2Q2P2,UBE2Q2P3|UBE2QP2
OR5BN2P,nan
MIR4329,hsa-mir-4329
RNU7-154P,nan
ASPHD2,FLJ39838
AC006063.4,nan
AC114550.3,nan
AKAP4,Fsc1|AKAP82|p82|HI|CT99|hAKAP82
AC009477.1,nan
RNU6-1198P,nan
AC068587.2,nan
UGT2A2,nan
RN7SKP156,nan
AC069154.1,nan
OR14K1,OR5AY1
MIR1303,MIRN1303|hsa-mir-1303
AC010745.1,nan
ERGIC3,C20orf47|PRO0989|Erv46|NY-BR-84|SDBCAG84|CGI-54
TULP3P1,nan
FAM157A,GTF2IP18
PYM1,PYM|WIBG
LYZL2,nan
COMMD6,Acrg
FOXD3,HFH2|Genesis
OR51B8P,nan
CEACAMP9,CGM16
RNA5SP295,RN5S295
AC097468.3,nan
MBL2,MBL|COLEC1
DISC1,nan
HLA-DOB,nan
